r_f_1,r_f_2,r_f_3,r_f_4,s_f_1,s_f_2,s_f_3,s_f_4
-6.2038178242416375,-3.300281801108301,-1.7468493398180707,5.646971749824367,-6.309952741530311,-3.329712026864065,-2.1050015509044417,5.163119616683314
-6.190335458837765,-3.1844551052604806,-4.060411679348812,1.549467471979662,-6.262730243259312,-3.153640251681628,-3.685412738523098,2.0560837659571636
-5.172022329259349,-3.372933508246372,-4.690981592241147,5.012379771427227,-6.234357223068101,-3.339608035965894,-4.285428904657997,5.560272198843173
-5.655301447541457,-3.093788842851497,-2.2023246872422897,9.275792371910155,-6.2086834856037045,-3.3023705004444093,-4.701243662061153,4.608117206988615
-5.8881201496394215,-3.0573571478229034,-2.5011691439082844,2.839391265421125,-6.276282958080367,-3.125074487353832,-3.3252553429871163,1.726074087669077
-6.337630767220951,-2.8656584378878165,-5.357479218738833,3.045664219733067,-6.20472204455346,-3.2151039126715957,-4.757300581014411,2.9313871919403076
-4.9221793979922,-3.094753865464364,-4.115996603994451,7.500786993593518,-5.960202495288123,-3.284073694357899,-6.419919264420486,4.388245596021352
-6.2917498478166705,-3.022890593563182,-4.81292927562458,0.8812713209913009,-6.221993610374044,-3.0768139786610527,-4.497929653292371,1.2798885429256357
-5.289804892789647,-2.890436325702601,-6.012367413178411,6.111874937917826,-5.54168640929128,-3.2051253020604786,-7.149793995448302,3.0620043236569296
-5.865920685854695,-3.002363558759095,-2.3148566775395967,2.121539618317404,-6.285301544523284,-3.0628182170562726,-3.050560350894905,1.1276256663294562
-5.020479869903843,-3.0519851955847868,-2.597503841562685,7.954734776654189,-6.148624963964229,-3.281205337732846,-5.3869926300351665,4.186206223585972
-5.658569082165445,-2.992363777918598,-1.1925122740962975,0.9925032426441216,-6.323585765492263,-3.0102234034008304,-1.4098586342095674,0.6988794046765738
-4.988868343428815,-3.2075828737469223,-4.055869429181866,1.419445326654525,-6.269674378697056,-3.162566690107735,-3.508047857303504,2.1595407385609158
-5.229502111534121,-3.267732616567168,-1.2452209044820304,2.6711314563963477,-6.33228907338116,-3.23722338520404,-0.873942477702748,3.172723092437006
-5.446722547217885,-3.204202829533033,-3.0993098481404875,1.9074006257896,-6.293245389620312,-3.1780125209772816,-2.7805895913661285,2.3379863783625137
-6.053342810059479,-2.999352372466596,-2.0990358561085882,5.499685382193248,-6.2826520448375085,-3.2255720963676824,-3.1345325359921175,3.033630582058188
-4.875483313120141,-3.3185927215448787,-1.3905299254319425,1.6391769198727362,-6.339871966700602,-3.231526924228919,-0.3309862719035701,3.0705953559968515
-4.806671223778095,-3.0720212904173705,-3.142574402088094,9.41442000238645,-6.021281884383956,-3.3222526332887488,-6.187758194698481,5.300453599919448
-5.088617985075854,-2.973948689107753,-7.11160681848647,3.582077169115873,-5.149818798407546,-3.1846726963037186,-7.387972417989966,2.8498592342865785
-6.2050173122569054,-3.3258187269353465,-5.964435006830383,8.328826742009271,-6.123503467943482,-3.2987531332503197,-5.596341268011063,4.606247088065926
-6.1384595822478945,-3.264912916650225,-3.961358691323292,8.239765988538506,-6.2294737731403,-3.301900128792812,-4.372353476036006,4.573522838872967
-4.805282040868573,-3.0221945852945273,-5.965725764488664,5.286332010142639,-5.122581551588957,-3.1925211481244733,-7.398561634207955,2.9781016467980623
-5.21752512165085,-3.409389308641291,-2.6184316793311675,3.572333800849086,-6.320625928991559,-3.323588980620991,-1.5742889386222672,4.9829470585649585
-5.402376544021059,-3.0449753641264174,-2.695664577672181,5.073582822600807,-6.22089319159671,-3.1945309449163983,-4.515678036221409,2.614791605420786
-5.457967482380508,-3.3230916689680154,-3.9445545287758126,1.2164718846589555,-6.295956776154057,-3.2193123763589657,-2.6816171475292094,2.9226710790161934
-5.575612266937558,-3.123615493913811,-1.9419274188919138,3.818548492043603,-6.291536430533786,-3.1975038013443697,-2.841111016382757,2.603776565287508
-6.308835334502941,-3.1286275394040333,-6.026430704208369,7.190197974985376,-6.154728901452109,-3.2245085793564474,-5.330529097458331,3.1156038714707277
-5.721971403637388,-3.2155208331616465,-0.9701161172564481,3.8118133063655266,-6.324903329449251,-3.245417039088666,-1.3339396679195552,3.3203001879776997
-5.785325992329025,-3.234668356138629,-4.048103205227462,0.9049334548887138,-6.2823154037674955,-3.160457620461801,-3.1449995463125466,2.1250063272723794
-5.470671621366313,-2.8963577974000687,-3.4582195741634907,7.2159290113003065,-6.047779689212549,-3.214738810258466,-6.064278633137629,3.02010527097989
